codigo,promedio_acumulado_programa_principal(pam),promedio_semestral_programa_principal(pcp),creditos_inscritos,participacion_total,cluster,perfil
c353253td75259g,4.05,4.03,18,11.0,0,Perfil 1
c353254dv347214y,4.41,4.78,0,19.0,0,Perfil 1
c35325gv464369s,4.19,4.13,26,13.0,0,Perfil 1
c353261dn55414b,3.81,4.5,15,0.0,0,Perfil 1
c353272cn5385g,3.53,3.72,0,15.0,0,Perfil 1
c353284hg29167s,4.1,4.84,0,11.0,0,Perfil 1
c353289vq239387a,3.08,3.27,10,6.0,1,Perfil 2
c353291jf11334f,4.14,5.0,0,24.0,0,Perfil 1
c35329da415256a,4.24,4.6,0,16.0,0,Perfil 1
c35329kc396472v,4.31,4.42,0,22.0,0,Perfil 1
c353302uf370192m,3.97,4.37,10,0.0,0,Perfil 1
c353313jj112336s,4.28,4.63,10,15.0,0,Perfil 1
c353313ty381400f,3.91,4.3,0,5.0,0,Perfil 1
c353329ws101417f,3.9,3.9,0,3.0,0,Perfil 1
c353356pa300209t,3.82,4.5,0,1.0,0,Perfil 1
c353361fk397434h,4.0,4.56,0,33.0,0,Perfil 1
c35336vj357432s,4.13,4.1,0,4.0,0,Perfil 1
c353380gb164448i,4.31,4.72,0,0.0,0,Perfil 1
c353383ho456447s,3.74,3.58,21,18.0,0,Perfil 1
c35338dg432116p,4.08,4.77,33,8.0,0,Perfil 1
c353396nv386209v,2.89,2.68,17,23.0,1,Perfil 2
c353396xh357342z,4.58,4.9,0,16.0,0,Perfil 1
c353398mo385454w,4.06,4.21,0,15.0,0,Perfil 1
c353401cq406109b,4.43,4.61,7,5.0,0,Perfil 1
c353404fo306290b,4.16,3.85,19,13.0,0,Perfil 1
c353408ca93289e,3.99,4.6,0,16.0,0,Perfil 1
c353409xm344193e,4.22,4.22,25,7.0,0,Perfil 1
c353411ak53175l,3.93,3.83,19,1.0,0,Perfil 1
c353413tf114184h,4.26,5.0,14,1.0,0,Perfil 1
c35341ma270271z,4.01,4.18,23,4.0,0,Perfil 1
c35341sp14232y,3.15,3.11,0,9.0,1,Perfil 2
c353425bd476477l,4.44,4.56,0,5.0,0,Perfil 1
c353448vo24433a,2.76,2.76,0,3.0,1,Perfil 2
c353449rz194356s,3.81,3.81,19,3.0,0,Perfil 1
c35345rl229252e,3.04,2.29,17,8.0,1,Perfil 2
c35350zu28856r,4.12,4.16,18,5.0,0,Perfil 1
c35352qe192100o,2.82,2.82,20,3.0,1,Perfil 2
c35355wf494403p,3.46,3.45,19,17.0,0,Perfil 1
c35357pm401300f,3.76,4.8,14,0.0,0,Perfil 1
c35375hg32417c,3.99,4.69,13,10.0,0,Perfil 1
c35378aj409214c,3.51,3.57,0,11.0,0,Perfil 1
c35380qa243326t,4.0,4.51,0,24.0,0,Perfil 1
c35389ux381265e,3.53,3.85,18,0.0,0,Perfil 1
c35393mw53491i,4.14,4.49,16,15.0,0,Perfil 1
c35394ni250408c,4.02,4.07,23,8.0,0,Perfil 1
c3539fe268215u,4.16,4.16,15,2.0,0,Perfil 1
c354130sr156274u,3.81,4.25,0,7.0,0,Perfil 1
c354137tn357138b,4.01,4.9,10,0.0,0,Perfil 1
c354151ja66133f,3.45,3.65,16,7.0,0,Perfil 1
c35415br90187n,3.84,4.3,18,0.0,0,Perfil 1
c354168lk385414s,4.17,4.6,0,9.0,0,Perfil 1
c354172gy338418p,4.67,4.67,0,5.0,0,Perfil 1
c354175al125369d,3.73,3.75,0,12.0,0,Perfil 1
c35417nr417472s,4.41,4.35,19,14.0,0,Perfil 1
c354183vj31524r,4.25,4.23,19,2.0,0,Perfil 1
c354184ny24967p,4.46,3.66,0,27.0,0,Perfil 1
c354189gw319340t,3.3,3.3,18,7.0,1,Perfil 2
c354190qi116221q,4.31,5.0,0,2.0,0,Perfil 1
c354197ce259393l,4.48,4.53,20,8.0,0,Perfil 1
c354197xz300312h,3.63,3.63,18,8.0,0,Perfil 1
c354199oz468136k,4.09,4.09,0,8.0,0,Perfil 1
c35419ct23186g,3.61,4.89,19,0.0,0,Perfil 1
c35419oi128500y,4.05,4.5,33,4.0,0,Perfil 1
c354212au317361y,3.86,4.41,16,17.0,0,Perfil 1
c354214zc226228y,3.81,3.55,0,4.0,0,Perfil 1
c354223jr5843w,3.37,4.7,13,2.0,0,Perfil 1
c354228dd4641z,4.2,4.33,18,0.0,0,Perfil 1
c354228yw133466s,3.87,4.6,0,2.0,0,Perfil 1
c35422yc307450y,4.73,4.78,20,23.0,0,Perfil 1
c354233mo221210x,3.44,3.01,18,3.0,1,Perfil 2
c354235ql22276b,4.06,4.27,0,13.0,0,Perfil 1
c35423fi365255i,3.68,3.68,20,6.0,0,Perfil 1
c354247hx462187x,3.59,4.2,0,18.0,0,Perfil 1
c354250oh247272h,3.66,4.7,12,0.0,0,Perfil 1
c354252si350336l,4.18,4.27,0,2.0,0,Perfil 1
c35425bq231233q,4.41,4.2,0,3.0,0,Perfil 1
c35425kz206135v,3.67,3.58,18,4.0,0,Perfil 1
c35425xj397466m,4.02,4.1,0,8.0,0,Perfil 1
c35426sj75127o,3.69,4.58,15,0.0,0,Perfil 1
c354278bm46318i,3.8,5.0,0,0.0,0,Perfil 1
c35427vp30716l,4.44,4.5,0,5.0,0,Perfil 1
c354283ca218227g,4.56,4.9,0,6.0,0,Perfil 1
c354288ha292263d,4.15,4.9,0,5.0,0,Perfil 1
c354301gr399315u,4.35,4.5,12,1.0,0,Perfil 1
c354311cu304168g,4.19,4.7,0,1.0,0,Perfil 1
c354323uk141491s,4.22,4.4,16,5.0,0,Perfil 1
c354336tq256364b,2.69,2.69,0,13.0,1,Perfil 2
c35433ap368323t,4.47,4.68,33,8.0,0,Perfil 1
c354352rn243330a,4.08,4.4,33,3.0,0,Perfil 1
c35435ya17242a,4.23,4.53,18,21.0,0,Perfil 1
c354373hb466240x,4.37,4.3,13,0.0,0,Perfil 1
c35437lw305224y,4.63,4.9,0,6.0,0,Perfil 1
c354395vy8142m,3.81,5.0,14,0.0,0,Perfil 1
c354397if370369f,3.92,4.4,10,0.0,0,Perfil 1
c35439oi140150g,3.63,3.86,25,21.0,0,Perfil 1
c354419ly403440j,3.53,3.25,0,2.0,1,Perfil 2
c354425zg21450l,3.4,3.46,0,3.0,1,Perfil 2
c354428oo20392n,4.3,4.45,18,4.0,0,Perfil 1
c35443mg480101q,2.69,0.25,0,8.0,1,Perfil 2
c354444mc327287a,2.61,2.61,0,1.0,1,Perfil 2
c354444nj31213l,3.1,3.1,0,4.0,1,Perfil 2
c35444ku6617v,4.18,4.03,0,10.0,0,Perfil 1
c354451mm7441q,3.86,4.61,0,3.0,0,Perfil 1
c354451rq39270t,3.81,3.83,12,2.0,0,Perfil 1
c354480sy450181n,3.94,4.13,16,3.0,0,Perfil 1
c35448nd200474e,4.64,5.0,14,0.0,0,Perfil 1
c35449ni45653u,4.19,4.62,0,21.0,0,Perfil 1
c354500ka46440n,3.67,3.37,19,0.0,1,Perfil 2
c35452xd307144x,3.25,2.93,17,7.0,1,Perfil 2
c35453th248468x,3.04,4.06,20,6.0,1,Perfil 2
c35458tg248310g,3.54,3.54,0,2.0,1,Perfil 2
c3545jq118466z,4.1,4.85,0,23.0,0,Perfil 1
c35461ze156108e,3.69,4.14,10,0.0,0,Perfil 1
c35466sd14751p,3.38,3.38,0,3.0,1,Perfil 2
c35469kg46478a,3.93,3.94,32,19.0,0,Perfil 1
c35469tt171469t,3.55,3.52,24,0.0,1,Perfil 2
c35471on43281w,3.44,3.53,16,12.0,0,Perfil 1
c35472wr244334l,4.21,4.21,18,4.0,0,Perfil 1
c35475qm175244e,4.56,4.8,0,35.0,0,Perfil 1
c35479ri237238j,3.62,3.97,0,19.0,0,Perfil 1
c35483rw379488j,4.15,4.31,15,15.0,0,Perfil 1
c35488ar304167q,4.14,3.65,16,2.0,0,Perfil 1
c35488gu25713d,3.9,4.32,33,31.0,0,Perfil 1
c3548dn12079v,3.83,5.0,0,5.0,0,Perfil 1
c35490cz44244r,4.38,4.73,0,7.0,0,Perfil 1
c35490uu199249y,3.67,3.68,18,3.0,0,Perfil 1
c355111kl444182i,2.96,3.42,18,6.0,1,Perfil 2
c355128jb354370p,2.94,1.34,0,7.0,1,Perfil 2
c355140mm145214p,4.05,4.29,20,8.0,0,Perfil 1
c355147fi143382h,3.04,3.42,15,0.0,1,Perfil 2
c355149gs179307u,4.06,4.9,14,1.0,0,Perfil 1
c355151jt31825j,3.2,2.53,0,6.0,1,Perfil 2
c355152vl18098u,3.9,4.5,33,0.0,0,Perfil 1
c355159ia211295t,3.85,4.59,23,2.0,0,Perfil 1
c355162dw293331l,4.07,3.86,19,26.0,0,Perfil 1
c355165zn431266w,4.05,4.33,0,9.0,0,Perfil 1
c355173pt431190q,4.24,5.0,0,22.0,0,Perfil 1
c355190cp6293s,3.51,4.1,10,0.0,0,Perfil 1
c355210px205238q,3.9,5.0,0,5.0,0,Perfil 1
c355211kl297309y,4.75,4.85,0,31.0,0,Perfil 1
c355213ej218307i,4.19,4.9,0,3.0,0,Perfil 1
c35521qa22933m,4.43,4.45,16,8.0,0,Perfil 1
c355222mf271246o,3.75,4.4,18,1.0,0,Perfil 1
c355229ne10162w,4.26,4.18,24,21.0,0,Perfil 1
c355229ub185286r,3.79,4.73,0,36.0,0,Perfil 1
c35522ge130346b,3.82,4.4,10,0.0,0,Perfil 1
c35522jl450381f,4.06,4.2,0,47.0,0,Perfil 1
c355233fr183426p,4.4,4.51,0,26.0,0,Perfil 1
c355237mc30053u,4.68,4.57,18,8.0,0,Perfil 1
c355247qt467499l,4.24,4.4,0,0.0,0,Perfil 1
c35524oa48627k,4.2,4.2,0,0.0,0,Perfil 1
c355250mk22547t,3.2,3.02,24,4.0,1,Perfil 2
c355256zu26439d,3.64,4.4,0,0.0,0,Perfil 1
c355281tz478236u,3.57,3.86,18,10.0,0,Perfil 1
c355283qv33158g,3.91,4.78,0,25.0,0,Perfil 1
c355292hy34569b,4.31,4.5,16,3.0,0,Perfil 1
c355309cw474157m,3.71,4.13,14,4.0,0,Perfil 1
c355326eo62225e,3.76,4.2,0,14.0,0,Perfil 1
c35532ff43122h,3.9,4.7,0,3.0,0,Perfil 1
c355345ck357269q,4.63,4.71,0,7.0,0,Perfil 1
c355348ce32064m,4.21,4.58,0,2.0,0,Perfil 1
c355348yh336419x,3.74,4.8,13,0.0,0,Perfil 1
c355349fv41572j,3.43,3.53,24,0.0,1,Perfil 2
c355355yq122258p,3.18,3.07,20,4.0,1,Perfil 2
c355356al104418c,4.06,4.38,22,32.0,0,Perfil 1
c355358kn369124e,4.13,4.16,25,13.0,0,Perfil 1
c355365lh325353f,3.52,3.29,18,0.0,1,Perfil 2
c355373kl125271z,4.05,3.81,17,4.0,0,Perfil 1
c35538pl398291h,4.03,4.14,18,2.0,0,Perfil 1
c355394kj256390m,3.46,3.28,18,5.0,1,Perfil 2
c355395ra393192n,3.4,3.62,0,0.0,1,Perfil 2
c355401qg78157g,3.99,4.33,33,17.0,0,Perfil 1
c355405bt490488m,3.62,3.39,18,2.0,1,Perfil 2
c355408ot187365u,3.3,2.58,0,0.0,1,Perfil 2
c35540ff426118e,3.15,3.09,0,4.0,1,Perfil 2
c355410lm223178c,2.48,0.33,0,6.0,1,Perfil 2
c355418bv63417r,4.68,4.68,0,1.0,0,Perfil 1
c35541op78453h,4.47,4.66,18,5.0,0,Perfil 1
c355420bq2033k,4.45,4.4,3,6.0,0,Perfil 1
c355427en447i,3.47,3.47,0,4.0,1,Perfil 2
c355443mm456106s,4.12,4.46,13,0.0,0,Perfil 1
c355444sx362345w,3.44,3.56,18,3.0,1,Perfil 2
c355450az1357u,4.44,4.71,0,15.0,0,Perfil 1
c355459zl93161q,3.95,4.54,0,5.0,0,Perfil 1
c355461cc20429q,3.71,3.71,17,8.0,0,Perfil 1
c355461ra227127l,3.62,3.62,18,2.0,0,Perfil 1
c355462ms343333u,3.24,3.46,0,0.0,1,Perfil 2
c355489wz165305d,3.67,3.67,0,3.0,0,Perfil 1
c355490ke121318x,3.82,4.22,14,3.0,0,Perfil 1
c355496ds197341k,4.13,3.64,10,0.0,0,Perfil 1
c355498nl14497q,4.44,4.35,18,4.0,0,Perfil 1
c35549bu447336c,4.14,4.0,21,10.0,0,Perfil 1
c35554cp2244j,4.53,4.53,0,2.0,0,Perfil 1
c35558sc226286e,4.67,4.67,0,3.0,0,Perfil 1
c35560to311227e,3.78,4.8,13,0.0,0,Perfil 1
c35579zc42822x,4.4,4.63,20,3.0,0,Perfil 1
c35583mf132160p,3.85,4.22,25,10.0,0,Perfil 1
c35589ge126488i,3.88,3.9,15,33.0,0,Perfil 1
c35592se178248m,3.84,3.9,0,4.0,0,Perfil 1
c35595xm12093w,4.23,4.48,0,7.0,0,Perfil 1
c355nn21288r,3.18,3.1,0,14.0,1,Perfil 2
c356114sw11414d,3.68,4.22,19,5.0,0,Perfil 1
c356126gu196232c,4.32,4.72,0,4.0,0,Perfil 1
c356137wr412396n,4.14,4.6,0,3.0,0,Perfil 1
c356141fi440295a,4.23,4.9,14,0.0,0,Perfil 1
c356149vr6962g,4.32,4.7,13,0.0,0,Perfil 1
c356157dv489124r,3.5,3.28,18,12.0,1,Perfil 2
c356162vg420136f,4.11,4.6,10,0.0,0,Perfil 1
c356169ak410238b,3.09,2.58,0,3.0,1,Perfil 2
c356177mz487488a,4.34,4.62,0,17.0,0,Perfil 1
c356179wi28540m,3.79,3.58,18,4.0,0,Perfil 1
c356200bg241236x,4.46,4.71,33,20.0,0,Perfil 1
c356208ow27817p,4.11,4.8,14,0.0,0,Perfil 1
c356210zq85255n,4.42,4.61,0,9.0,0,Perfil 1
c356214cv99168g,4.49,4.81,0,0.0,0,Perfil 1
c356221wu181357x,3.36,3.06,0,14.0,1,Perfil 2
c356223td289205c,3.93,4.7,10,0.0,0,Perfil 1
c356232lw284429d,3.42,2.61,0,6.0,1,Perfil 2
c356248lu434409s,3.52,4.0,21,5.0,0,Perfil 1
c356249yb447326y,3.67,4.7,0,0.0,0,Perfil 1
c356257dg51383x,3.95,3.76,12,17.0,0,Perfil 1
c35625eg453121b,3.55,3.66,9,0.0,0,Perfil 1
c356265yl43172l,3.96,3.82,0,17.0,0,Perfil 1
c356279zg118276c,4.53,5.0,0,6.0,0,Perfil 1
c356283oy48088k,3.89,4.3,0,0.0,0,Perfil 1
c356286jl331228p,4.39,4.94,0,51.0,0,Perfil 1
c356289ck35318p,3.86,4.38,0,1.0,0,Perfil 1
c356320yf232270c,3.73,3.63,0,0.0,0,Perfil 1
c356349sc227218e,4.04,4.41,19,13.0,0,Perfil 1
c35634db331145u,4.24,4.24,18,9.0,0,Perfil 1
c35634zh273389q,2.09,2.09,0,3.0,1,Perfil 2
c356375qk261107t,3.97,3.85,19,12.0,0,Perfil 1
c356377sd2094m,4.06,4.25,0,29.0,0,Perfil 1
c35637kh12916g,3.13,3.18,0,3.0,1,Perfil 2
c356387kg35639s,4.26,5.0,0,5.0,0,Perfil 1
c356390hf126387q,3.93,4.71,0,15.0,0,Perfil 1
c356397af18384d,3.76,4.13,18,5.0,0,Perfil 1
c356414wd471114i,4.06,4.38,0,40.0,0,Perfil 1
c356416nk164161e,4.35,4.44,20,16.0,0,Perfil 1
c356420co382184a,3.99,4.3,19,30.0,0,Perfil 1
c356425ba25167f,3.62,4.3,17,0.0,0,Perfil 1
c356433yk238230c,3.6,4.52,14,5.0,0,Perfil 1
c356445bj11567l,4.05,4.7,0,0.0,0,Perfil 1
c356447yr210364c,4.35,4.31,0,13.0,0,Perfil 1
c356451cl23271p,4.06,4.9,0,1.0,0,Perfil 1
c356468zo193174l,3.53,3.53,19,0.0,1,Perfil 2
c35646dw3101a,4.3,4.3,0,0.0,0,Perfil 1
c356483nl114114t,4.0,4.02,18,9.0,0,Perfil 1
c356490ag385313s,3.83,4.18,0,7.0,0,Perfil 1
c356493vy29254d,4.06,4.0,0,16.0,0,Perfil 1
c35653wu412312p,3.53,2.46,0,5.0,1,Perfil 2
c35665hp333288h,4.28,4.76,0,30.0,0,Perfil 1
c35668iy44650d,4.32,4.32,21,18.0,0,Perfil 1
c3566ec54207m,4.18,4.79,0,7.0,0,Perfil 1
c3567wg289103z,4.05,4.7,0,7.0,0,Perfil 1
c35694tp169363r,3.12,3.2,13,10.0,1,Perfil 2
c357103pt433483e,4.82,4.82,0,0.0,0,Perfil 1
c357107nv42355e,4.28,4.44,18,13.0,0,Perfil 1
c357108ix305484l,4.42,4.31,17,0.0,0,Perfil 1
c357114ed200380a,3.88,4.22,0,13.0,0,Perfil 1
c357115pk29137c,3.93,4.56,33,0.0,0,Perfil 1
c357121dx19404y,4.38,4.38,0,0.0,0,Perfil 1
c357127xb447274l,3.85,4.5,16,0.0,0,Perfil 1
c357128yb209237c,3.53,3.9,11,0.0,0,Perfil 1
c357139ob461400y,4.13,4.44,0,3.0,0,Perfil 1
c357157bj30140w,4.74,4.81,18,16.0,0,Perfil 1
c357160ux485374d,3.07,3.07,0,4.0,1,Perfil 2
c357164yg328288p,3.53,3.53,19,3.0,1,Perfil 2
c357174zs339435c,4.2,4.6,0,0.0,0,Perfil 1
c357193ee33080d,3.8,4.24,0,16.0,0,Perfil 1
c357199ah8215q,3.17,3.19,18,16.0,1,Perfil 2
c357202gs35775a,3.45,3.17,19,16.0,1,Perfil 2
c357211cr31141v,4.41,4.9,0,4.0,0,Perfil 1
c357224df32493o,4.28,4.8,14,0.0,0,Perfil 1
c357230lh17357v,3.27,3.4,16,0.0,1,Perfil 2
c357235tx172137n,4.32,3.98,19,38.0,0,Perfil 1
c357237by261112x,4.2,4.43,0,1.0,0,Perfil 1
c357243kx75254v,3.63,4.44,20,0.0,0,Perfil 1
c357247dr472135i,3.46,3.5,0,1.0,1,Perfil 2
c357247rs117466w,3.17,3.17,16,8.0,1,Perfil 2
c357249rp438298u,3.78,4.81,16,3.0,0,Perfil 1
c357256td34155t,3.71,3.56,0,43.0,0,Perfil 1
c357269ej61431m,4.45,4.81,0,20.0,0,Perfil 1
c35726zv274257g,3.83,4.05,25,18.0,0,Perfil 1
c357276zp108341i,2.52,1.42,0,7.0,1,Perfil 2
c357277wd353376y,4.4,4.49,0,4.0,0,Perfil 1
c357279fc89433n,3.4,3.62,18,2.0,1,Perfil 2
c357296cg46272o,3.45,4.4,0,10.0,0,Perfil 1
c3572br140401j,4.21,4.33,23,18.0,0,Perfil 1
c3572ed33395h,4.0,4.19,17,3.0,0,Perfil 1
c357311dw261364k,3.75,4.8,14,5.0,0,Perfil 1
c357313qk108309b,3.49,3.8,0,8.0,0,Perfil 1
c357314cr246116c,3.63,4.7,0,1.0,0,Perfil 1
c357319np32975o,3.4,3.62,0,2.0,1,Perfil 2
c357329tj146101j,3.35,3.7,11,4.0,1,Perfil 2
c357339dk275352x,3.86,4.33,0,11.0,0,Perfil 1
c357347ne140429h,4.26,4.8,10,0.0,0,Perfil 1
c357349wd235416j,4.75,4.7,0,16.0,0,Perfil 1
c357352ge33468c,2.42,2.42,18,2.0,1,Perfil 2
c357360hk3299i,3.96,4.93,33,0.0,0,Perfil 1
c357364uf348335j,3.9,4.5,0,2.0,0,Perfil 1
c35736ya30998v,3.02,2.91,0,6.0,1,Perfil 2
c357370bw79141n,3.78,3.93,19,14.0,0,Perfil 1
c357392bq293433r,4.27,4.52,0,0.0,0,Perfil 1
c357420mv112151n,3.04,2.56,18,14.0,1,Perfil 2
c357424ua452273g,4.33,4.26,24,16.0,0,Perfil 1
c357432hg420357t,3.79,4.42,7,4.0,0,Perfil 1
c357466hb227311o,3.42,3.2,0,2.0,1,Perfil 2
c357475lv441317r,3.54,3.79,16,32.0,0,Perfil 1
c35747wy45767x,4.52,4.74,0,14.0,0,Perfil 1
c357494hc130291e,3.93,4.16,14,4.0,0,Perfil 1
c357496nb76270r,3.92,4.1,17,4.0,0,Perfil 1
c35754ef415229b,3.85,3.92,21,8.0,0,Perfil 1
c35758nx427160i,4.23,4.7,0,7.0,0,Perfil 1
c35766gi368293h,4.02,4.71,33,12.0,0,Perfil 1
c35770fz20290z,4.55,4.63,0,24.0,0,Perfil 1
c3577nm430414b,3.59,3.59,18,3.0,0,Perfil 1
c35791pj8147h,4.45,4.8,0,13.0,0,Perfil 1
c35793vp379439i,3.99,3.87,0,27.0,0,Perfil 1
c35799ld44252n,3.63,4.3,0,4.0,0,Perfil 1
c358100ra229299p,3.61,3.59,19,5.0,0,Perfil 1
c35811rv91377e,3.61,3.9,3,6.0,0,Perfil 1
c358128rn352333w,3.16,3.05,12,9.0,1,Perfil 2
c358131pf371469j,4.11,4.38,0,11.0,0,Perfil 1
c358140hn6674k,3.65,4.31,18,4.0,0,Perfil 1
c35816ry33163b,4.43,4.58,12,7.0,0,Perfil 1
c358192eq10582n,4.0,4.59,33,1.0,0,Perfil 1
c358201js24057a,4.4,4.77,0,17.0,0,Perfil 1
c358206lp201233w,4.53,4.53,19,9.0,0,Perfil 1
c358212qp32515l,3.51,3.55,14,0.0,1,Perfil 2
c358248fk168420k,4.05,4.77,13,0.0,0,Perfil 1
c35825ru395442e,2.14,2.14,0,4.0,1,Perfil 2
c358270oz277381r,3.79,3.75,20,0.0,0,Perfil 1
c358274gs327399k,3.88,4.32,0,28.0,0,Perfil 1
c358305sv316296y,3.8,3.67,0,8.0,0,Perfil 1
c35831ze41319m,4.39,4.52,15,0.0,0,Perfil 1
c358345bh447136q,4.29,4.2,4,0.0,0,Perfil 1
c358347na41394o,3.43,3.35,20,16.0,1,Perfil 2
c358349iu15330r,4.5,4.5,0,0.0,0,Perfil 1
c358401ih383450x,3.73,5.0,0,0.0,0,Perfil 1
c358401pr1452a,4.15,4.9,14,0.0,0,Perfil 1
c358413oe189479h,3.92,3.92,0,2.0,0,Perfil 1
c358424tl17010b,3.13,2.91,17,7.0,1,Perfil 2
c358427ur130386o,4.29,5.0,16,6.0,0,Perfil 1
c358433om402237c,4.6,4.6,0,0.0,0,Perfil 1
c358443qv196244d,3.85,4.05,16,18.0,0,Perfil 1
c358444dp39155g,4.42,4.8,13,0.0,0,Perfil 1
c358456gy34138a,4.33,4.6,0,5.0,0,Perfil 1
c35845ul61474a,4.42,4.42,0,8.0,0,Perfil 1
c358462ag19844x,4.03,4.88,0,25.0,0,Perfil 1
c358465sa2557b,3.22,2.92,18,6.0,1,Perfil 2
c358479cl315492o,4.06,4.9,0,0.0,0,Perfil 1
c35847fr37358x,4.11,4.13,25,17.0,0,Perfil 1
c35847rc320343g,4.19,4.4,2,0.0,0,Perfil 1
c358483dw428298w,3.75,3.93,14,8.0,0,Perfil 1
c358494ty465282f,4.13,4.13,16,4.0,0,Perfil 1
c358496wg191114r,3.95,4.61,0,25.0,0,Perfil 1
c35862ao352319p,4.15,4.9,0,0.0,0,Perfil 1
c35869oo421274e,3.25,3.13,17,0.0,1,Perfil 2
c35870fc231464i,4.19,4.16,16,26.0,0,Perfil 1
c35872uc26497o,4.56,5.0,0,6.0,0,Perfil 1
c35887af256293p,3.73,4.43,0,27.0,0,Perfil 1
c359107nx293249s,3.83,4.4,0,8.0,0,Perfil 1
c359129gz411138g,2.96,2.55,20,7.0,1,Perfil 2
c359148am384117h,3.78,3.81,17,3.0,0,Perfil 1
c359148cy313258o,3.62,4.1,7,3.0,0,Perfil 1
c359148vh394392o,4.18,4.44,0,6.0,0,Perfil 1
c359148wn415135u,3.86,4.07,20,0.0,0,Perfil 1
c359151zo11277f,3.34,2.86,21,2.0,1,Perfil 2
c359160wi172137b,4.15,4.18,20,26.0,0,Perfil 1
c359165nx24298t,3.56,3.61,20,4.0,0,Perfil 1
c359166nb43181q,4.31,4.25,7,4.0,0,Perfil 1
c359166tj109394y,4.17,4.56,0,42.0,0,Perfil 1
c359173jd89334b,4.75,4.31,10,14.0,0,Perfil 1
c359198fb337270g,4.03,4.14,0,10.0,0,Perfil 1
c359204nt468215j,3.63,4.6,0,2.0,0,Perfil 1
c35920ok71132i,3.35,3.27,16,2.0,1,Perfil 2
c359212ly363b,2.11,0.36,0,1.0,1,Perfil 2
c359228ja2827s,4.43,4.38,12,1.0,0,Perfil 1
c359233lc65435b,4.0,4.61,0,14.0,0,Perfil 1
c359243tr422202j,4.22,5.0,14,1.0,0,Perfil 1
c359248lz364312g,4.19,4.23,17,1.0,0,Perfil 1
c35924gd53173f,4.01,3.5,0,5.0,0,Perfil 1
c359260tn129264g,3.43,3.9,0,9.0,0,Perfil 1
c359266lh497180z,4.21,5.0,12,5.0,0,Perfil 1
c359289zd194494d,3.69,4.3,14,0.0,0,Perfil 1
c359290vb25613n,3.53,3.68,20,8.0,0,Perfil 1
c3592vr369174a,4.06,4.19,15,0.0,0,Perfil 1
c359302zt263152g,3.99,4.62,17,2.0,0,Perfil 1
c359319yh6296l,3.89,5.0,18,1.0,0,Perfil 1
c35932bq472491c,4.06,4.66,0,0.0,0,Perfil 1
c359336rd331443s,3.62,3.7,0,3.0,0,Perfil 1
c359337lj209477j,3.7,4.26,0,23.0,0,Perfil 1
c359341jc108305v,3.96,4.9,0,18.0,0,Perfil 1
c359346gk118462k,3.82,3.86,0,0.0,0,Perfil 1
c35934qf65368c,3.91,4.37,0,2.0,0,Perfil 1
c359355sn455268o,4.09,4.7,0,15.0,0,Perfil 1
c359363bd237467o,4.52,4.72,0,4.0,0,Perfil 1
c359388ad194293k,3.94,0.24,0,6.0,1,Perfil 2
c359395vl5117f,3.95,3.93,0,9.0,0,Perfil 1
c359399ta33157n,4.24,4.18,21,26.0,0,Perfil 1
c35940qo156212w,4.56,4.96,0,21.0,0,Perfil 1
c359411hu476115e,3.86,5.0,0,4.0,0,Perfil 1
c359414ud270481z,4.0,3.3,0,10.0,0,Perfil 1
c359418py46118m,4.11,4.44,18,4.0,0,Perfil 1
c359419zv214177j,4.54,4.74,0,13.0,0,Perfil 1
c359424gk46570n,3.84,3.6,0,10.0,0,Perfil 1
c359436rc401438z,4.06,4.34,0,0.0,0,Perfil 1
c359448sh18488c,3.8,3.72,0,4.0,0,Perfil 1
c359457ks40848q,4.25,4.3,33,0.0,0,Perfil 1
c359457ut494346q,3.87,3.9,20,8.0,0,Perfil 1
c359469sv477182w,4.38,4.84,33,11.0,0,Perfil 1
c359481yq14537s,4.25,4.9,0,6.0,0,Perfil 1
c359482kq361258a,3.08,3.02,10,1.0,1,Perfil 2
c359486vt415280y,4.36,4.41,0,4.0,0,Perfil 1
c359495gt495416o,2.65,1.63,0,0.0,1,Perfil 2
c359498vx13610g,3.88,3.92,18,1.0,0,Perfil 1
c3595do399h,3.9,3.9,0,0.0,0,Perfil 1
c35961sj499497y,4.11,4.31,0,11.0,0,Perfil 1
c35970qb490286i,4.23,4.7,16,4.0,0,Perfil 1
c35971wf398116r,4.17,4.5,2,50.0,0,Perfil 1
c35972zw421139n,3.96,3.96,18,20.0,0,Perfil 1
c35973zt16734h,3.22,3.2,0,15.0,1,Perfil 2
c35981qq205435n,4.34,4.35,18,3.0,0,Perfil 1
c35990dl35724b,4.16,4.56,0,2.0,0,Perfil 1
c360114dj45318z,3.41,3.41,17,5.0,1,Perfil 2
c360138hv166316x,4.16,4.7,14,0.0,0,Perfil 1
c360139ts346440r,2.26,2.26,0,1.0,1,Perfil 2
c360151cq160125c,4.0,4.48,19,3.0,0,Perfil 1
c360154jn149490f,3.82,3.91,11,0.0,0,Perfil 1
c360157kq431301l,3.43,3.9,0,1.0,0,Perfil 1
c360158ug339305m,4.22,4.38,17,15.0,0,Perfil 1
c360183rl3212x,3.92,5.0,0,1.0,0,Perfil 1
c360184ef254344j,4.28,4.71,0,1.0,0,Perfil 1
c360187oe476233n,4.1,4.5,0,3.0,0,Perfil 1
c360187sx246145n,3.97,3.73,0,1.0,0,Perfil 1
